Date,Product,Quantity
2024-06-25,Organic Green Tea,68
2024-06-25,Shampoo,29
2024-06-25,Sparkling Water,110
2024-06-25,Whole Wheat Bread,47
2024-06-26,Cat Food,37
2024-06-26,Chocolate Bars,17
2024-06-26,Coffee Beans,52
2024-06-26,Energy Drinks,44
2024-06-26,Laundry Detergent,11
2024-06-26,Olive Oil,24
2024-06-26,Organic Green Tea,76
2024-06-26,Shampoo,24
2024-06-26,Sparkling Water,77
2024-06-26,Whole Wheat Bread,52
2024-06-27,Cat Food,38
2024-06-27,Chocolate Bars,10
2024-06-27,Coffee Beans,59
2024-06-27,Energy Drinks,47
2024-06-27,Laundry Detergent,15
2024-06-27,Olive Oil,28
2024-06-27,Organic Green Tea,90
2024-06-27,Shampoo,26
2024-06-27,Sparkling Water,121
2024-06-27,Whole Wheat Bread,55
2024-06-28,Cat Food,40
2024-06-28,Chocolate Bars,28
2024-06-28,Coffee Beans,31
2024-06-28,Energy Drinks,55
2024-06-28,Laundry Detergent,12
2024-06-28,Olive Oil,32
2024-06-28,Organic Green Tea,80
2024-06-28,Shampoo,24
2024-06-28,Sparkling Water,117
2024-06-28,Whole Wheat Bread,52
2024-06-29,Cat Food,45
2024-06-29,Chocolate Bars,31
2024-06-29,Coffee Beans,56
2024-06-29,Energy Drinks,99
2024-06-29,Laundry Detergent,14
2024-06-29,Olive Oil,21
2024-06-29,Organic Green Tea,111
2024-06-29,Shampoo,26
2024-06-29,Sparkling Water,120
2024-06-29,Whole Wheat Bread,59
2024-06-30,Cat Food,32
2024-06-30,Chocolate Bars,23
2024-06-30,Coffee Beans,69
2024-06-30,Energy Drinks,87
2024-06-30,Laundry Detergent,13
2024-06-30,Olive Oil,33
2024-06-30,Organic Green Tea,91
2024-06-30,Shampoo,23
2024-06-30,Sparkling Water,157
2024-06-30,Whole Wheat Bread,59
2024-07-01,Cat Food,40
2024-07-01,Chocolate Bars,20
2024-07-01,Coffee Beans,47
2024-07-01,Energy Drinks,56
2024-07-01,Laundry Detergent,17
2024-07-01,Olive Oil,32
2024-07-01,Organic Green Tea,81
2024-07-01,Shampoo,25
2024-07-01,Sparkling Water,137
2024-07-01,Whole Wheat Bread,54
2024-07-02,Cat Food,43
2024-07-02,Chocolate Bars,20
2024-07-02,Coffee Beans,51
2024-07-02,Energy Drinks,57
2024-07-02,Laundry Detergent,16
2024-07-02,Olive Oil,27
2024-07-02,Organic Green Tea,76
2024-07-02,Shampoo,23
2024-07-02,Sparkling Water,83
2024-07-02,Whole Wheat Bread,55
2024-07-03,Cat Food,41
2024-07-03,Chocolate Bars,25
2024-07-03,Coffee Beans,44
2024-07-03,Energy Drinks,52
2024-07-03,Laundry Detergent,12
2024-07-03,Olive Oil,30
2024-07-03,Organic Green Tea,81
2024-07-03,Shampoo,27
2024-07-03,Sparkling Water,101
2024-07-03,Whole Wheat Bread,49
2024-07-04,Cat Food,45
2024-07-04,Chocolate Bars,22
2024-07-04,Coffee Beans,49
2024-07-04,Energy Drinks,58
2024-07-04,Laundry Detergent,17
2024-07-04,Olive Oil,28
2024-07-04,Organic Green Tea,78
2024-07-04,Shampoo,27
2024-07-04,Sparkling Water,101
2024-07-04,Whole Wheat Bread,51
2024-07-05,Cat Food,40
2024-07-05,Chocolate Bars,27
2024-07-05,Coffee Beans,48
2024-07-05,Energy Drinks,19
2024-07-05,Laundry Detergent,12
2024-07-05,Olive Oil,33
2024-07-05,Organic Green Tea,86
2024-07-05,Shampoo,22
2024-07-05,Sparkling Water,98
2024-07-05,Whole Wheat Bread,48
2024-07-06,Cat Food,39
2024-07-06,Chocolate Bars,13
2024-07-06,Coffee Beans,75
2024-07-06,Energy Drinks,66
2024-07-06,Laundry Detergent,16
2024-07-06,Olive Oil,32
2024-07-06,Organic Green Tea,98
2024-07-06,Shampoo,29
2024-07-06,Sparkling Water,162
2024-07-06,Whole Wheat Bread,66
2024-07-07,Cat Food,43
2024-07-07,Chocolate Bars,25
2024-07-07,Coffee Beans,66
2024-07-07,Energy Drinks,76
2024-07-07,Laundry Detergent,13
2024-07-07,Olive Oil,24
2024-07-07,Organic Green Tea,79
2024-07-07,Shampoo,31
2024-07-07,Sparkling Water,137
2024-07-07,Whole Wheat Bread,47
2024-07-08,Cat Food,41
2024-07-08,Chocolate Bars,19
2024-07-08,Coffee Beans,51
2024-07-08,Energy Drinks,37
2024-07-08,Laundry Detergent,14
2024-07-08,Olive Oil,30
2024-07-08,Organic Green Tea,67
2024-07-08,Shampoo,26
2024-07-08,Sparkling Water,112
2024-07-08,Whole Wheat Bread,61
2024-07-09,Cat Food,39
2024-07-09,Chocolate Bars,24
2024-07-09,Coffee Beans,46
2024-07-09,Energy Drinks,56
2024-07-09,Laundry Detergent,16
2024-07-09,Olive Oil,28
2024-07-09,Organic Green Tea,62
2024-07-09,Shampoo,25
2024-07-09,Sparkling Water,76
2024-07-09,Whole Wheat Bread,62
2024-07-10,Cat Food,42
2024-07-10,Chocolate Bars,22
2024-07-10,Coffee Beans,45
2024-07-10,Energy Drinks,49
2024-07-10,Laundry Detergent,17
2024-07-10,Olive Oil,29
2024-07-10,Organic Green Tea,85
2024-07-10,Shampoo,32
2024-07-10,Sparkling Water,132
2024-07-10,Whole Wheat Bread,53
2024-07-11,Cat Food,38
2024-07-11,Chocolate Bars,29
2024-07-11,Coffee Beans,46
2024-07-11,Energy Drinks,74
2024-07-11,Laundry Detergent,18
2024-07-11,Olive Oil,26
2024-07-11,Organic Green Tea,70
2024-07-11,Shampoo,23
2024-07-11,Sparkling Water,92
2024-07-11,Whole Wheat Bread,40
2024-07-12,Cat Food,54
2024-07-12,Chocolate Bars,22
2024-07-12,Coffee Beans,72
2024-07-12,Energy Drinks,95
2024-07-12,Laundry Detergent,21
2024-07-12,Olive Oil,48
2024-07-12,Organic Green Tea,80
2024-07-12,Shampoo,37
2024-07-12,Sparkling Water,173
2024-07-12,Whole Wheat Bread,71
2024-07-13,Cat Food,56
2024-07-13,Chocolate Bars,40
2024-07-13,Coffee Beans,83
2024-07-13,Energy Drinks,89
2024-07-13,Laundry Detergent,21
2024-07-13,Olive Oil,44
2024-07-13,Organic Green Tea,131
2024-07-13,Shampoo,35
2024-07-13,Sparkling Water,194
2024-07-13,Whole Wheat Bread,84
2024-07-14,Cat Food,66
2024-07-14,Chocolate Bars,46
2024-07-14,Coffee Beans,99
2024-07-14,Energy Drinks,92
2024-07-14,Laundry Detergent,19
2024-07-14,Olive Oil,37
2024-07-14,Organic Green Tea,164
2024-07-14,Shampoo,42
2024-07-14,Sparkling Water,263
2024-07-14,Whole Wheat Bread,78
2024-07-15,Cat Food,36
2024-07-15,Chocolate Bars,50
2024-07-15,Coffee Beans,95
2024-07-15,Energy Drinks,72
2024-07-15,Laundry Detergent,21
2024-07-15,Olive Oil,34
2024-07-15,Organic Green Tea,111
2024-07-15,Shampoo,36
2024-07-15,Sparkling Water,128
2024-07-15,Whole Wheat Bread,78
2024-07-16,Cat Food,56
2024-07-16,Chocolate Bars,32
2024-07-16,Coffee Beans,75
2024-07-16,Energy Drinks,60
2024-07-16,Laundry Detergent,23
2024-07-16,Olive Oil,38
2024-07-16,Organic Green Tea,126
2024-07-16,Shampoo,34
2024-07-16,Sparkling Water,78
2024-07-16,Whole Wheat Bread,89
2024-07-17,Cat Food,58
2024-07-17,Chocolate Bars,39
2024-07-17,Coffee Beans,66
2024-07-17,Energy Drinks,75
2024-07-17,Laundry Detergent,22
2024-07-17,Olive Oil,41
2024-07-17,Organic Green Tea,114
2024-07-17,Shampoo,36
2024-07-17,Sparkling Water,178
2024-07-17,Whole Wheat Bread,79
2024-07-18,Cat Food,46
2024-07-18,Chocolate Bars,21
2024-07-18,Coffee Beans,78
2024-07-18,Energy Drinks,59
2024-07-18,Laundry Detergent,15
2024-07-18,Olive Oil,43
2024-07-18,Organic Green Tea,119
2024-07-18,Shampoo,35
2024-07-18,Sparkling Water,226
2024-07-18,Whole Wheat Bread,66
2024-07-19,Cat Food,42
2024-07-19,Chocolate Bars,13
2024-07-19,Coffee Beans,46
2024-07-19,Energy Drinks,37
2024-07-19,Laundry Detergent,16
2024-07-19,Olive Oil,33
2024-07-19,Organic Green Tea,90
2024-07-19,Shampoo,24
2024-07-19,Sparkling Water,146
2024-07-19,Whole Wheat Bread,46
2024-07-20,Cat Food,43
2024-07-20,Chocolate Bars,35
2024-07-20,Coffee Beans,45
2024-07-20,Energy Drinks,84
2024-07-20,Laundry Detergent,16
2024-07-20,Olive Oil,32
2024-07-20,Organic Green Tea,86
2024-07-20,Shampoo,26
2024-07-20,Sparkling Water,149
2024-07-20,Whole Wheat Bread,58
2024-07-21,Cat Food,43
2024-07-21,Chocolate Bars,30
2024-07-21,Coffee Beans,54
2024-07-21,Energy Drinks,84
2024-07-21,Laundry Detergent,14
2024-07-21,Olive Oil,32
2024-07-21,Organic Green Tea,92
2024-07-21,Shampoo,25
2024-07-21,Sparkling Water,131
2024-07-21,Whole Wheat Bread,59
2024-07-22,Cat Food,30
2024-07-22,Chocolate Bars,31
2024-07-22,Coffee Beans,36
2024-07-22,Energy Drinks,41
2024-07-22,Laundry Detergent,12
2024-07-22,Olive Oil,30
2024-07-22,Organic Green Tea,84
2024-07-22,Shampoo,23
2024-07-22,Sparkling Water,137
2024-07-22,Whole Wheat Bread,58
2024-07-23,Cat Food,46
2024-07-23,Chocolate Bars,18
2024-07-23,Coffee Beans,47
2024-07-23,Energy Drinks,63
2024-07-23,Laundry Detergent,19
2024-07-23,Olive Oil,24
2024-07-23,Organic Green Tea,75
2024-07-23,Shampoo,29
2024-07-23,Sparkling Water,99
2024-07-23,Whole Wheat Bread,52
2024-07-24,Cat Food,38
2024-07-24,Chocolate Bars,28
2024-07-24,Coffee Beans,50
2024-07-24,Energy Drinks,44
2024-07-24,Laundry Detergent,17
2024-07-24,Olive Oil,28
2024-07-24,Organic Green Tea,91
2024-07-24,Shampoo,25
2024-07-24,Sparkling Water,130
2024-07-24,Whole Wheat Bread,58
2024-07-25,Cat Food,44
2024-07-25,Chocolate Bars,35
2024-07-25,Coffee Beans,62
2024-07-25,Energy Drinks,55
2024-07-25,Laundry Detergent,15
2024-07-25,Olive Oil,33
2024-07-25,Organic Green Tea,80
2024-07-25,Shampoo,24
2024-07-25,Sparkling Water,131
2024-07-25,Whole Wheat Bread,66
2024-07-26,Cat Food,44
2024-07-26,Chocolate Bars,27
2024-07-26,Coffee Beans,52
2024-07-26,Energy Drinks,63
2024-07-26,Laundry Detergent,13
2024-07-26,Olive Oil,29
2024-07-26,Organic Green Tea,74
2024-07-26,Shampoo,26
2024-07-26,Sparkling Water,143
2024-07-26,Whole Wheat Bread,59
2024-07-27,Cat Food,37
2024-07-27,Chocolate Bars,32
2024-07-27,Coffee Beans,62
2024-07-27,Energy Drinks,72
2024-07-27,Laundry Detergent,14
2024-07-27,Olive Oil,31
2024-07-27,Organic Green Tea,96
2024-07-27,Shampoo,26
2024-07-27,Sparkling Water,216
2024-07-27,Whole Wheat Bread,60
2024-07-28,Cat Food,44
2024-07-28,Chocolate Bars,30
2024-07-28,Coffee Beans,72
2024-07-28,Energy Drinks,81
2024-07-28,Laundry Detergent,18
2024-07-28,Olive Oil,28
2024-07-28,Organic Green Tea,80
2024-07-28,Shampoo,23
2024-07-28,Sparkling Water,155
2024-07-28,Whole Wheat Bread,59
2024-07-29,Cat Food,39
2024-07-29,Chocolate Bars,17
2024-07-29,Coffee Beans,33
2024-07-29,Energy Drinks,45
2024-07-29,Laundry Detergent,16
2024-07-29,Olive Oil,25
2024-07-29,Organic Green Tea,82
2024-07-29,Shampoo,27
2024-07-29,Sparkling Water,109
2024-07-29,Whole Wheat Bread,53
2024-07-30,Cat Food,33
2024-07-30,Chocolate Bars,32
2024-07-30,Coffee Beans,51
2024-07-30,Energy Drinks,49
2024-07-30,Laundry Detergent,14
2024-07-30,Olive Oil,29
2024-07-30,Organic Green Tea,82
2024-07-30,Shampoo,24
2024-07-30,Sparkling Water,120
2024-07-30,Whole Wheat Bread,62
2024-07-31,Cat Food,46
2024-07-31,Chocolate Bars,22
2024-07-31,Coffee Beans,55
2024-07-31,Energy Drinks,49
2024-07-31,Laundry Detergent,17
2024-07-31,Olive Oil,30
2024-07-31,Organic Green Tea,93
2024-07-31,Shampoo,30
2024-07-31,Sparkling Water,82
2024-07-31,Whole Wheat Bread,52
2024-08-01,Cat Food,38
2024-08-01,Chocolate Bars,28
2024-08-01,Coffee Beans,39
2024-08-01,Energy Drinks,42
2024-08-01,Laundry Detergent,14
2024-08-01,Olive Oil,27
2024-08-01,Organic Green Tea,87
2024-08-01,Shampoo,27
2024-08-01,Sparkling Water,106
2024-08-01,Whole Wheat Bread,55
2024-08-02,Cat Food,38
2024-08-02,Chocolate Bars,17
2024-08-02,Coffee Beans,58
2024-08-02,Energy Drinks,50
2024-08-02,Laundry Detergent,19
2024-08-02,Olive Oil,28
2024-08-02,Organic Green Tea,82
2024-08-02,Shampoo,25
2024-08-02,Sparkling Water,112
2024-08-02,Whole Wheat Bread,55
2024-08-03,Cat Food,39
2024-08-03,Chocolate Bars,23
2024-08-03,Coffee Beans,68
2024-08-03,Energy Drinks,45
2024-08-03,Laundry Detergent,19
2024-08-03,Olive Oil,26
2024-08-03,Organic Green Tea,99
2024-08-03,Shampoo,25
2024-08-03,Sparkling Water,131
2024-08-03,Whole Wheat Bread,58
2024-08-04,Cat Food,42
2024-08-04,Chocolate Bars,39
2024-08-04,Coffee Beans,61
2024-08-04,Energy Drinks,64
2024-08-04,Laundry Detergent,14
2024-08-04,Olive Oil,33
2024-08-04,Organic Green Tea,106
2024-08-04,Shampoo,26
2024-08-04,Sparkling Water,149
2024-08-04,Whole Wheat Bread,52
2024-08-05,Cat Food,41
2024-08-05,Chocolate Bars,24
2024-08-05,Coffee Beans,55
2024-08-05,Energy Drinks,48
2024-08-05,Laundry Detergent,14
2024-08-05,Olive Oil,28
2024-08-05,Organic Green Tea,88
2024-08-05,Shampoo,28
2024-08-05,Sparkling Water,103
2024-08-05,Whole Wheat Bread,57
2024-08-06,Cat Food,43
2024-08-06,Chocolate Bars,33
2024-08-06,Coffee Beans,67
2024-08-06,Energy Drinks,49
2024-08-06,Laundry Detergent,9
2024-08-06,Olive Oil,34
2024-08-06,Organic Green Tea,83
2024-08-06,Shampoo,26
2024-08-06,Sparkling Water,146
2024-08-06,Whole Wheat Bread,55
2024-08-07,Cat Food,36
2024-08-07,Chocolate Bars,25
2024-08-07,Coffee Beans,51
2024-08-07,Energy Drinks,49
2024-08-07,Laundry Detergent,12
2024-08-07,Olive Oil,35
2024-08-07,Organic Green Tea,70
2024-08-07,Shampoo,26
2024-08-07,Sparkling Water,121
2024-08-07,Whole Wheat Bread,58
2024-08-08,Cat Food,38
2024-08-08,Chocolate Bars,16
2024-08-08,Coffee Beans,52
2024-08-08,Energy Drinks,51
2024-08-08,Laundry Detergent,12
2024-08-08,Olive Oil,29
2024-08-08,Organic Green Tea,72
2024-08-08,Shampoo,27
2024-08-08,Sparkling Water,121
2024-08-08,Whole Wheat Bread,52
2024-08-09,Cat Food,41
2024-08-09,Chocolate Bars,30
2024-08-09,Coffee Beans,47
2024-08-09,Energy Drinks,59
2024-08-09,Laundry Detergent,16
2024-08-09,Olive Oil,26
2024-08-09,Organic Green Tea,80
2024-08-09,Shampoo,25
2024-08-09,Sparkling Water,114
2024-08-09,Whole Wheat Bread,62
2024-08-10,Cat Food,49
2024-08-10,Chocolate Bars,27
2024-08-10,Coffee Beans,57
2024-08-10,Energy Drinks,89
2024-08-10,Laundry Detergent,15
2024-08-10,Olive Oil,22
2024-08-10,Organic Green Tea,84
2024-08-10,Shampoo,26
2024-08-10,Sparkling Water,150
2024-08-10,Whole Wheat Bread,55
2024-08-11,Cat Food,41
2024-08-11,Chocolate Bars,35
2024-08-11,Coffee Beans,73
2024-08-11,Energy Drinks,61
2024-08-11,Laundry Detergent,12
2024-08-11,Olive Oil,24
2024-08-11,Organic Green Tea,89
2024-08-11,Shampoo,22
2024-08-11,Sparkling Water,168
2024-08-11,Whole Wheat Bread,71
2024-08-12,Cat Food,46
2024-08-12,Chocolate Bars,26
2024-08-12,Coffee Beans,44
2024-08-12,Energy Drinks,37
2024-08-12,Laundry Detergent,15
2024-08-12,Olive Oil,25
2024-08-12,Organic Green Tea,84
2024-08-12,Shampoo,29
2024-08-12,Sparkling Water,103
2024-08-12,Whole Wheat Bread,46
2024-08-13,Cat Food,42
2024-08-13,Chocolate Bars,18
2024-08-13,Coffee Beans,51
2024-08-13,Energy Drinks,39
2024-08-13,Laundry Detergent,17
2024-08-13,Olive Oil,34
2024-08-13,Organic Green Tea,88
2024-08-13,Shampoo,27
2024-08-13,Sparkling Water,108
2024-08-13,Whole Wheat Bread,58
2024-08-14,Cat Food,39
2024-08-14,Chocolate Bars,26
2024-08-14,Coffee Beans,47
2024-08-14,Energy Drinks,46
2024-08-14,Laundry Detergent,17
2024-08-14,Olive Oil,30
2024-08-14,Organic Green Tea,82
2024-08-14,Shampoo,25
2024-08-14,Sparkling Water,116
2024-08-14,Whole Wheat Bread,58
2024-08-15,Cat Food,41
2024-08-15,Chocolate Bars,37
2024-08-15,Coffee Beans,54
2024-08-15,Energy Drinks,48
2024-08-15,Laundry Detergent,11
2024-08-15,Olive Oil,31
2024-08-15,Organic Green Tea,88
2024-08-15,Shampoo,31
2024-08-15,Sparkling Water,93
2024-08-15,Whole Wheat Bread,51
2024-08-16,Cat Food,41
2024-08-16,Chocolate Bars,28
2024-08-16,Coffee Beans,53
2024-08-16,Energy Drinks,42
2024-08-16,Laundry Detergent,15
2024-08-16,Olive Oil,22
2024-08-16,Organic Green Tea,84
2024-08-16,Shampoo,27
2024-08-16,Sparkling Water,104
2024-08-16,Whole Wheat Bread,58
2024-08-17,Cat Food,44
2024-08-17,Chocolate Bars,30
2024-08-17,Coffee Beans,75
2024-08-17,Energy Drinks,50
2024-08-17,Laundry Detergent,12
2024-08-17,Olive Oil,25
2024-08-17,Organic Green Tea,70
2024-08-17,Shampoo,24
2024-08-17,Sparkling Water,134
2024-08-17,Whole Wheat Bread,69
2024-08-18,Cat Food,47
2024-08-18,Chocolate Bars,37
2024-08-18,Coffee Beans,60
2024-08-18,Energy Drinks,65
2024-08-18,Laundry Detergent,18
2024-08-18,Olive Oil,33
2024-08-18,Organic Green Tea,82
2024-08-18,Shampoo,28
2024-08-18,Sparkling Water,170
2024-08-18,Whole Wheat Bread,47
2024-08-19,Cat Food,43
2024-08-19,Chocolate Bars,27
2024-08-19,Coffee Beans,48
2024-08-19,Energy Drinks,55
2024-08-19,Laundry Detergent,17
2024-08-19,Olive Oil,31
2024-08-19,Organic Green Tea,82
2024-08-19,Shampoo,27
2024-08-19,Sparkling Water,129
2024-08-19,Whole Wheat Bread,58
2024-08-20,Cat Food,47
2024-08-20,Chocolate Bars,27
2024-08-20,Coffee Beans,43
2024-08-20,Energy Drinks,61
2024-08-20,Laundry Detergent,13
2024-08-20,Olive Oil,29
2024-08-20,Organic Green Tea,72
2024-08-20,Shampoo,27
2024-08-20,Sparkling Water,127
2024-08-20,Whole Wheat Bread,42
2024-08-21,Cat Food,38
2024-08-21,Chocolate Bars,20
2024-08-21,Coffee Beans,47
2024-08-21,Energy Drinks,45
2024-08-21,Laundry Detergent,14
2024-08-21,Olive Oil,32
2024-08-21,Organic Green Tea,90
2024-08-21,Shampoo,26
2024-08-21,Sparkling Water,142
2024-08-21,Whole Wheat Bread,50
2024-08-22,Cat Food,40
2024-08-22,Chocolate Bars,27
2024-08-22,Coffee Beans,53
2024-08-22,Energy Drinks,47
2024-08-22,Laundry Detergent,15
2024-08-22,Olive Oil,35
2024-08-22,Organic Green Tea,99
2024-08-22,Shampoo,28
2024-08-22,Sparkling Water,120
2024-08-22,Whole Wheat Bread,65
2024-08-23,Cat Food,39
2024-08-23,Chocolate Bars,31
2024-08-23,Coffee Beans,56
2024-08-23,Energy Drinks,41
2024-08-23,Laundry Detergent,10
2024-08-23,Olive Oil,29
2024-08-23,Organic Green Tea,96
2024-08-23,Shampoo,26
2024-08-23,Sparkling Water,132
2024-08-23,Whole Wheat Bread,52
2024-08-24,Cat Food,43
2024-08-24,Chocolate Bars,26
2024-08-24,Coffee Beans,56
2024-08-24,Energy Drinks,73
2024-08-24,Laundry Detergent,16
2024-08-24,Olive Oil,30
2024-08-24,Organic Green Tea,90
2024-08-24,Shampoo,28
2024-08-24,Sparkling Water,145
2024-08-24,Whole Wheat Bread,54
2024-08-25,Cat Food,40
2024-08-25,Chocolate Bars,40
2024-08-25,Coffee Beans,74
2024-08-25,Energy Drinks,58
2024-08-25,Laundry Detergent,15
2024-08-25,Olive Oil,30
2024-08-25,Organic Green Tea,109
2024-08-25,Shampoo,23
2024-08-25,Sparkling Water,155
2024-08-25,Whole Wheat Bread,60
2024-08-26,Cat Food,45
2024-08-26,Chocolate Bars,25
2024-08-26,Coffee Beans,61
2024-08-26,Energy Drinks,60
2024-08-26,Laundry Detergent,18
2024-08-26,Olive Oil,38
2024-08-26,Organic Green Tea,86
2024-08-26,Shampoo,26
2024-08-26,Sparkling Water,111
2024-08-26,Whole Wheat Bread,67
2024-08-27,Cat Food,55
2024-08-27,Chocolate Bars,30
2024-08-27,Coffee Beans,80
2024-08-27,Energy Drinks,38
2024-08-27,Laundry Detergent,19
2024-08-27,Olive Oil,30
2024-08-27,Organic Green Tea,109
2024-08-27,Shampoo,40
2024-08-27,Sparkling Water,95
2024-08-27,Whole Wheat Bread,61
2024-08-28,Cat Food,60
2024-08-28,Chocolate Bars,46
2024-08-28,Coffee Beans,96
2024-08-28,Energy Drinks,69
2024-08-28,Laundry Detergent,20
2024-08-28,Olive Oil,44
2024-08-28,Organic Green Tea,113
2024-08-28,Shampoo,37
2024-08-28,Sparkling Water,159
2024-08-28,Whole Wheat Bread,67
2024-08-29,Cat Food,66
2024-08-29,Chocolate Bars,34
2024-08-29,Coffee Beans,61
2024-08-29,Energy Drinks,76
2024-08-29,Laundry Detergent,17
2024-08-29,Olive Oil,41
2024-08-29,Organic Green Tea,110
2024-08-29,Shampoo,33
2024-08-29,Sparkling Water,223
2024-08-29,Whole Wheat Bread,86
2024-08-30,Cat Food,49
2024-08-30,Chocolate Bars,43
2024-08-30,Coffee Beans,59
2024-08-30,Energy Drinks,77
2024-08-30,Laundry Detergent,18
2024-08-30,Olive Oil,43
2024-08-30,Organic Green Tea,111
2024-08-30,Shampoo,38
2024-08-30,Sparkling Water,198
2024-08-30,Whole Wheat Bread,86
2024-08-31,Cat Food,70
2024-08-31,Chocolate Bars,38
2024-08-31,Coffee Beans,69
2024-08-31,Energy Drinks,163
2024-08-31,Laundry Detergent,19
2024-08-31,Olive Oil,39
2024-08-31,Organic Green Tea,136
2024-08-31,Shampoo,32
2024-08-31,Sparkling Water,238
2024-08-31,Whole Wheat Bread,85
2024-09-01,Cat Food,58
2024-09-01,Chocolate Bars,57
2024-09-01,Coffee Beans,119
2024-09-01,Energy Drinks,101
2024-09-01,Laundry Detergent,24
2024-09-01,Olive Oil,47
2024-09-01,Organic Green Tea,97
2024-09-01,Shampoo,29
2024-09-01,Sparkling Water,172
2024-09-01,Whole Wheat Bread,77
2024-09-02,Cat Food,45
2024-09-02,Chocolate Bars,50
2024-09-02,Coffee Beans,90
2024-09-02,Energy Drinks,49
2024-09-02,Laundry Detergent,19
2024-09-02,Olive Oil,54
2024-09-02,Organic Green Tea,87
2024-09-02,Shampoo,35
2024-09-02,Sparkling Water,117
2024-09-02,Whole Wheat Bread,106
2024-09-03,Cat Food,43
2024-09-03,Chocolate Bars,34
2024-09-03,Coffee Beans,56
2024-09-03,Energy Drinks,47
2024-09-03,Laundry Detergent,16
2024-09-03,Olive Oil,46
2024-09-03,Organic Green Tea,67
2024-09-03,Shampoo,27
2024-09-03,Sparkling Water,83
2024-09-03,Whole Wheat Bread,68
2024-09-04,Cat Food,42
2024-09-04,Chocolate Bars,19
2024-09-04,Coffee Beans,59
2024-09-04,Energy Drinks,27
2024-09-04,Laundry Detergent,15
2024-09-04,Olive Oil,37
2024-09-04,Organic Green Tea,73
2024-09-04,Shampoo,27
2024-09-04,Sparkling Water,71
2024-09-04,Whole Wheat Bread,63
2024-09-05,Cat Food,42
2024-09-05,Chocolate Bars,25
2024-09-05,Coffee Beans,47
2024-09-05,Energy Drinks,47
2024-09-05,Laundry Detergent,13
2024-09-05,Olive Oil,30
2024-09-05,Organic Green Tea,71
2024-09-05,Shampoo,27
2024-09-05,Sparkling Water,76
2024-09-05,Whole Wheat Bread,54
2024-09-06,Cat Food,46
2024-09-06,Chocolate Bars,38
2024-09-06,Coffee Beans,77
2024-09-06,Energy Drinks,38
2024-09-06,Laundry Detergent,15
2024-09-06,Olive Oil,32
2024-09-06,Organic Green Tea,53
2024-09-06,Shampoo,27
2024-09-06,Sparkling Water,89
2024-09-06,Whole Wheat Bread,59
2024-09-07,Cat Food,45
2024-09-07,Chocolate Bars,38
2024-09-07,Coffee Beans,75
2024-09-07,Energy Drinks,83
2024-09-07,Laundry Detergent,17
2024-09-07,Olive Oil,32
2024-09-07,Organic Green Tea,49
2024-09-07,Shampoo,29
2024-09-07,Sparkling Water,117
2024-09-07,Whole Wheat Bread,64
2024-09-08,Cat Food,60
2024-09-08,Chocolate Bars,47
2024-09-08,Coffee Beans,105
2024-09-08,Energy Drinks,80
2024-09-08,Laundry Detergent,17
2024-09-08,Olive Oil,36
2024-09-08,Organic Green Tea,114
2024-09-08,Shampoo,35
2024-09-08,Sparkling Water,128
2024-09-08,Whole Wheat Bread,94
2024-09-09,Cat Food,66
2024-09-09,Chocolate Bars,31
2024-09-09,Coffee Beans,91
2024-09-09,Energy Drinks,68
2024-09-09,Laundry Detergent,25
2024-09-09,Olive Oil,48
2024-09-09,Organic Green Tea,70
2024-09-09,Shampoo,37
2024-09-09,Sparkling Water,101
2024-09-09,Whole Wheat Bread,97
2024-09-10,Cat Food,60
2024-09-10,Chocolate Bars,36
2024-09-10,Coffee Beans,85
2024-09-10,Energy Drinks,56
2024-09-10,Laundry Detergent,19
2024-09-10,Olive Oil,52
2024-09-10,Organic Green Tea,87
2024-09-10,Shampoo,34
2024-09-10,Sparkling Water,111
2024-09-10,Whole Wheat Bread,85
2024-09-11,Cat Food,69
2024-09-11,Chocolate Bars,27
2024-09-11,Coffee Beans,76
2024-09-11,Energy Drinks,101
2024-09-11,Laundry Detergent,21
2024-09-11,Olive Oil,39
2024-09-11,Organic Green Tea,83
2024-09-11,Shampoo,37
2024-09-11,Sparkling Water,123
2024-09-11,Whole Wheat Bread,77
2024-09-12,Cat Food,51
2024-09-12,Chocolate Bars,42
2024-09-12,Coffee Beans,68
2024-09-12,Energy Drinks,66
2024-09-12,Laundry Detergent,22
2024-09-12,Olive Oil,53
2024-09-12,Organic Green Tea,76
2024-09-12,Shampoo,44
2024-09-12,Sparkling Water,81
2024-09-12,Whole Wheat Bread,94
2024-09-13,Cat Food,64
2024-09-13,Chocolate Bars,43
2024-09-13,Coffee Beans,79
2024-09-13,Energy Drinks,96
2024-09-13,Laundry Detergent,20
2024-09-13,Olive Oil,51
2024-09-13,Organic Green Tea,90
2024-09-13,Shampoo,34
2024-09-13,Sparkling Water,63
2024-09-13,Whole Wheat Bread,90
2024-09-14,Cat Food,58
2024-09-14,Chocolate Bars,47
2024-09-14,Coffee Beans,141
2024-09-14,Energy Drinks,108
2024-09-14,Laundry Detergent,22
2024-09-14,Olive Oil,44
2024-09-14,Organic Green Tea,104
2024-09-14,Shampoo,37
2024-09-14,Sparkling Water,121
2024-09-14,Whole Wheat Bread,98
2024-09-15,Cat Food,46
2024-09-15,Chocolate Bars,38
2024-09-15,Coffee Beans,89
2024-09-15,Energy Drinks,76
